기준_년분기_코드,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,시간대_건수~06_매출_건수
20253,난곡동,신발,28191827,821,9,37,0
20253,난곡동,일반의류,123966043,4104,95,176,0
20253,난곡동,청과상,643605309,24950,540,2255,0
20253,난곡동,수산물판매,21945190,1028,6,63,0
20253,난곡동,육류판매,890674873,27701,918,2378,0
20253,난곡동,핸드폰,192620652,11975,108,1098,0
20253,난곡동,컴퓨터및주변장치판매,19281566,143,24,5,0
20253,난곡동,편의점,1760178383,218857,38204,58802,25703
20253,난곡동,슈퍼마켓,1083765286,118453,10668,18926,3766
20253,난곡동,노래방,218398499,28544,11876,7857,2749
20253,난곡동,세탁소,10026525,740,120,48,0
20253,난곡동,피부관리실,8916554,39,0,9,9
20253,난곡동,미용실,377187610,10215,813,1616,0
20253,난곡동,자동차미용,24042112,154,0,12,0
20253,난곡동,자동차수리,1372715406,6019,157,815,0
20253,난곡동,PC방,267000000,47056,15165,20182,7351
20253,난곡동,당구장,45562234,2702,41,32,55
20253,난곡동,한의원,560184475,21524,1016,849,0
20253,난곡동,치과의원,1271642812,9961,749,1242,0
20253,난곡동,일반의원,2554816065,143268,6026,19102,0
20253,난곡동,스포츠 강습,151169293,261,48,148,0
20253,난곡동,예술학원,108383445,625,25,100,0
20253,난곡동,일반교습학원,766851235,1438,12,76,0
20253,난곡동,커피-음료,373948822,88946,12445,24115,0
20253,난곡동,호프-간이주점,57740483,1338,56,65,318
20253,난곡동,분식전문점,173028030,16017,1465,2466,531
20253,난곡동,치킨전문점,655726265,21183,1563,2699,1386
20253,난곡동,패스트푸드점,66329092,4168,638,895,0
20253,난곡동,제과점,275448962,27783,1749,3429,0
20253,난곡동,한식음식점,2145338845,56709,3892,7688,51
20253,미성동,조명용품,771110152,6540,38,148,0
20253,미성동,인테리어,671812032,8102,386,977,0
20253,미성동,철물점,66758737,3646,29,196,0
20253,미성동,가전제품,8577593,40,0,0,0
20253,미성동,가구,48352434,180,0,11,0
20253,미성동,애완동물,55896724,1679,147,124,0
20253,미성동,화초,4459005,192,7,21,0
20253,미성동,섬유제품,48261074,683,9,52,0
20253,미성동,자전거 및 기타운송장비,861562602,3659,82,173,0
20253,미성동,운동/경기용품,2901343,45,0,0,0
20253,미성동,화장품,290462314,2920,104,199,0
20253,미성동,문구,38741063,1495,104,76,0
20253,미성동,의약품,1646604615,112588,6600,12830,0
20253,미성동,시계및귀금속,20541681,67,0,0,0
20253,미성동,안경,407044743,4317,588,635,0
20253,미성동,일반의류,1851422077,34308,1554,1964,0
20253,미성동,반찬가게,6000000,229,0,229,0
20253,미성동,청과상,200766503,15294,492,1705,0
20253,미성동,수산물판매,88041664,1618,72,245,0
20253,미성동,육류판매,314300257,11086,445,819,0
20253,미성동,핸드폰,303641041,9265,2113,0,0
20253,미성동,편의점,1224533166,127488,31526,36579,13433
20253,미성동,슈퍼마켓,4384154313,431099,47269,86463,29229
20253,미성동,노래방,79767600,802,15,212,257
20253,미성동,세탁소,50363479,1934,40,91,0
20253,미성동,피부관리실,84832842,1961,1217,533,0
20253,미성동,네일숍,8285451,160,22,46,0
20253,미성동,미용실,744521362,18640,1525,3255,0
20253,미성동,자동차수리,356880354,2311,68,218,0
20253,미성동,스포츠클럽,456197492,1475,358,594,0
20253,미성동,골프연습장,115870102,2203,208,140,9
20253,미성동,당구장,25219706,1477,0,25,76
20253,미성동,한의원,116188750,8412,16,247,0
20253,미성동,치과의원,1215163213,11925,739,1155,0
20253,미성동,일반의원,1745514587,69328,3125,6635,0
20253,미성동,스포츠 강습,266918616,1417,41,211,0
20253,미성동,예술학원,352645410,2289,117,458,0
20253,미성동,일반교습학원,1489661168,3958,0,421,8
20253,미성동,커피-음료,234922740,42774,6270,10556,55
20253,미성동,호프-간이주점,341413222,8881,482,1367,1450
20253,미성동,분식전문점,180242533,15314,1027,2284,0
20253,미성동,치킨전문점,148277365,5535,495,932,157
20253,미성동,패스트푸드점,38223601,2320,365,602,0
20253,미성동,제과점,442665384,41085,3036,5693,0
20253,미성동,양식음식점,113852236,3259,333,419,0
20253,미성동,중식음식점,139181211,5880,682,928,110
20253,미성동,한식음식점,2879478052,91883,6437,12024,1694
20253,삼성동,인테리어,350813596,22740,997,1815,0
20253,삼성동,가전제품,59910293,249,0,0,0
20253,삼성동,가구,3807028,29,0,0,0
20253,삼성동,화장품,41968291,1014,16,73,0
20253,삼성동,의약품,224699617,21667,1068,2684,0
20253,삼성동,시계및귀금속,6799625,23,0,0,0
20253,삼성동,안경,45577214,454,21,66,0
20253,삼성동,신발,9661792,490,14,52,0
20253,삼성동,일반의류,489180599,14777,407,703,0
20253,삼성동,반찬가게,126929416,10019,96,849,0
20253,삼성동,청과상,1556104264,150546,8739,7955,0
20253,삼성동,수산물판매,1426502583,70683,1910,2737,0
20253,삼성동,육류판매,1256715895,39222,1753,1846,0
20253,삼성동,미곡판매,90000000,1850,9,112,0
20253,삼성동,슈퍼마켓,1697600522,114366,5042,14174,1521
20253,삼성동,여관,22111394,489,216,160,169
20253,삼성동,부동산중개업,451516935,1242,0,1242,0
20253,삼성동,가전제품수리,281095474,657,0,199,0
20253,삼성동,세탁소,34255622,1676,50,301,0
20253,삼성동,네일숍,16313537,307,67,39,0
20253,삼성동,미용실,130586652,4715,80,434,0
20253,삼성동,자동차수리,194759153,1037,3,241,0
20253,삼성동,한의원,358707470,17214,793,1746,0
20253,삼성동,치과의원,389334469,2162,235,400,0
20253,삼성동,일반의원,528546022,25790,1101,2890,0
20253,삼성동,스포츠 강습,11863020,24,6,0,0
20253,삼성동,예술학원,22500827,140,0,0,0
20253,삼성동,일반교습학원,210360795,1054,0,0,0
20253,삼성동,커피-음료,3947350,615,79,174,0
20253,삼성동,호프-간이주점,52188973,1007,0,0,210
20253,삼성동,분식전문점,91185263,6824,385,1186,21
20253,삼성동,치킨전문점,5154543,253,6,18,0
20253,삼성동,패스트푸드점,389696965,42261,10059,12857,544
20253,삼성동,제과점,4735711,232,0,66,0
20253,삼성동,중식음식점,122931373,5378,121,1028,0
20253,삼성동,한식음식점,800551553,35220,3416,5800,0
20253,대학동,화초,60192881,1786,595,704,0
20253,대학동,문구,260491329,12411,3576,3002,0
20253,대학동,서적,219909909,5437,580,1578,0
20253,대학동,의약품,1908580766,156278,28098,34873,1018
20253,대학동,안경,290181592,3901,1186,702,0
20253,대학동,일반의류,102351292,4512,0,96,0
20253,대학동,반찬가게,635040743,56492,6256,15360,9
20253,대학동,육류판매,487952044,14952,1787,2351,0
20253,대학동,편의점,2838237076,428154,145620,130329,62449
20253,대학동,슈퍼마켓,2244799344,370561,95595,101797,44935
20253,대학동,노래방,313129704,45670,20251,15318,8355
20253,대학동,여관,2111596,12,0,12,0
20253,대학동,부동산중개업,54000000,7798,3101,2529,0
20253,대학동,세탁소,87027519,12900,5588,2757,817
20253,대학동,피부관리실,26121483,193,0,42,0
20253,대학동,네일숍,44345722,543,145,162,0
20253,대학동,미용실,489957501,16338,3095,4719,47
20253,대학동,스포츠클럽,167217377,1053,281,349,14
20253,대학동,PC방,886747994,178882,88587,51204,36431
20253,대학동,당구장,92770552,7146,309,900,656
20253,대학동,한의원,66570248,5028,153,541,0
20253,대학동,치과의원,1504066289,10557,1209,1873,0
20253,대학동,일반의원,1693136550,90437,10682,17733,0
20253,대학동,스포츠 강습,519940780,1917,135,339,0
20253,대학동,예술학원,15660131,129,0,27,0
20253,대학동,일반교습학원,785939268,2636,422,338,0
20253,대학동,커피-음료,1684353980,300747,76682,92677,2663
20253,대학동,호프-간이주점,1065147064,17003,5140,4983,4787
20253,대학동,분식전문점,1037910367,100150,23707,26380,1173
20253,대학동,치킨전문점,349222043,20548,4142,5510,1038
20253,대학동,패스트푸드점,251834648,18790,5006,5511,43
20253,대학동,제과점,732538653,87527,19892,21898,250
20253,대학동,양식음식점,323995160,13473,2673,3451,188
20253,대학동,일식음식점,604682184,26267,7977,6891,1639
20253,대학동,중식음식점,406770980,28304,6459,7938,5
20253,대학동,한식음식점,5642516512,260267,52721,69110,10019
20253,조원동,조명용품,47573667,340,0,93,0
20253,조원동,인테리어,198091979,2252,15,143,0
20253,조원동,철물점,19418052,869,80,59,0
20253,조원동,가전제품,50494644,189,0,27,0
20253,조원동,가구,46692887,745,0,0,0
20253,조원동,화초,22308376,734,143,285,15
20253,조원동,섬유제품,415515,23,0,0,0
20253,조원동,완구,11151366,394,0,26,0
20253,조원동,자전거 및 기타운송장비,48653550,1226,44,189,0
20253,조원동,화장품,131172601,209,6,99,24
20253,조원동,의료기기,17432534,387,0,0,0
20253,조원동,의약품,2750784968,212816,32408,46003,0
20253,조원동,시계및귀금속,142872928,285,0,0,0
20253,조원동,안경,1656409624,18131,6307,5898,0
20253,조원동,신발,45485544,2398,265,15,0
20253,조원동,일반의류,227721405,2819,5,73,0
20253,조원동,반찬가게,32722849012,406443,19248,47385,1979
20253,조원동,청과상,2303306911,177212,9265,22859,946
20253,조원동,수산물판매,94643534,2239,0,238,0
20253,조원동,육류판매,622297990,18785,911,2534,0
20253,조원동,미곡판매,216002063,2305,0,210,0
20253,조원동,핸드폰,2906351,88,0,0,0
20253,조원동,편의점,1605267198,238004,60702,77811,34337
20253,조원동,슈퍼마켓,4916916716,339159,52357,91220,24425
20253,조원동,노래방,350782203,12063,4814,4973,1255
20253,조원동,여관,120197250,2419,171,140,988
20253,조원동,세탁소,4673289,297,14,175,0
20253,조원동,피부관리실,109064909,1634,455,398,372
20253,조원동,네일숍,26109146,331,117,70,0
20253,조원동,미용실,872001475,20091,2991,6266,0
20253,조원동,자동차수리,2105597545,10311,672,2891,0
20253,조원동,스포츠클럽,177389181,877,521,187,0
20253,조원동,PC방,348233213,53796,23817,20665,7161
20253,조원동,당구장,68530647,3513,231,405,296
20253,조원동,한의원,1223468125,29071,2647,6342,0
20253,조원동,치과의원,1013711184,5665,760,1089,0
20253,조원동,일반의원,3024385264,100125,9896,17224,12
20253,조원동,스포츠 강습,261079936,1354,13,222,0
20253,조원동,예술학원,185042864,1129,35,246,0
20253,조원동,일반교습학원,360762034,824,0,28,0
20253,조원동,커피-음료,877280649,95153,19257,30247,1053
20253,조원동,호프-간이주점,1647905149,21827,1943,5700,4393
20253,조원동,분식전문점,915074532,80755,16613,23675,5731
20253,조원동,치킨전문점,310561631,9391,1352,2273,594
20253,조원동,패스트푸드점,1258803301,128813,33097,44169,9231
20253,조원동,제과점,188601006,18833,3261,4888,14
20253,조원동,양식음식점,27125271,359,69,216,0
20253,조원동,일식음식점,379004211,8145,2142,3062,101
20253,조원동,중식음식점,726819336,25045,2433,4847,72
20253,조원동,한식음식점,10327896128,290596,27064,54097,10260
20253,난향동,의약품,272971366,18824,1015,1291,0
20253,난향동,일반의류,66140787,2503,0,48,0
20253,난향동,반찬가게,2466929,371,0,0,0
20253,난향동,육류판매,71093114,2439,60,202,0
20253,난향동,슈퍼마켓,546073815,60829,1777,8698,1150
20253,난향동,세탁소,52755875,2872,142,482,0
20253,난향동,미용실,45607593,1186,72,105,0
20253,난향동,스포츠클럽,9896787,25,15,5,0
20253,난향동,골프연습장,17712468,479,0,6,3
20253,난향동,한의원,70917548,4963,74,794,0
20253,난향동,치과의원,305132961,2686,99,281,0
20253,난향동,일반의원,1022098415,104483,2523,7013,0
20253,난향동,스포츠 강습,129726839,587,10,83,0
20253,난향동,예술학원,239803182,1614,0,154,0
20253,난향동,일반교습학원,267666667,984,0,96,11
20253,난향동,커피-음료,29347663,4162,387,1629,0
20253,난향동,호프-간이주점,85823767,1951,144,156,405
20253,난향동,분식전문점,4364067,699,62,88,0
20253,난향동,치킨전문점,51819590,1554,80,226,6
20253,난향동,제과점,25872552,2407,218,358,59
20253,난향동,한식음식점,653647588,20906,1865,2274,0
20253,신림동,전자상거래업,78339086,234,18,54,0
20253,신림동,조명용품,326944931,6678,78,295,0
20253,신림동,인테리어,426016,129,0,0,0
20253,신림동,애완동물,54093414,1676,239,539,0
20253,신림동,화장품,43532441,1959,315,505,0
20253,신림동,의료기기,895576452,1518,0,0,0
20253,신림동,의약품,4041742579,281429,56189,72405,0
20253,신림동,시계및귀금속,39946855,196,17,15,0
20253,신림동,안경,929286553,11384,3324,3141,0
20253,신림동,신발,9059472,158,0,6,0
20253,신림동,일반의류,1770164648,15336,465,1509,0
20253,신림동,반찬가게,10817121,119,0,0,0
20253,신림동,청과상,7916232,1058,71,184,0
20253,신림동,육류판매,1384452501,7825,1589,2271,50
20253,신림동,핸드폰,3096504,135,0,0,0
20253,신림동,편의점,7058607080,916281,286383,344108,145497
20253,신림동,슈퍼마켓,5084633354,629057,168360,204781,54201
20253,신림동,노래방,663243920,45981,21401,17477,8025
20253,신림동,여관,945256640,21882,4821,5874,5632
20253,신림동,세탁소,279075674,48858,20712,17265,4841
20253,신림동,피부관리실,329603845,4533,1811,1708,250
20253,신림동,네일숍,95461899,977,195,452,0
20253,신림동,미용실,1303291495,22968,6450,9150,0
20253,신림동,자동차수리,1282074992,3647,191,700,0
20253,신림동,스포츠클럽,789479856,10930,2175,5462,697
20253,신림동,PC방,131931059,27673,14206,10477,6077
20253,신림동,당구장,63788987,4562,366,505,472
20253,신림동,한의원,554184563,11790,748,1991,0
20253,신림동,치과의원,2130765699,13584,2109,3333,0
20253,신림동,일반의원,8876212429,223607,42970,59260,0
20253,신림동,스포츠 강습,66477965,181,89,47,0
20253,신림동,예술학원,83657143,157,0,0,19
20253,신림동,커피-음료,1854923185,330708,95956,129668,13510
20253,신림동,호프-간이주점,4308229964,122865,41937,47975,35261
20253,신림동,분식전문점,1157565316,115346,22304,36189,11714
20253,신림동,치킨전문점,104714901,5713,1061,1650,1083
20253,신림동,패스트푸드점,224884985,19556,6660,7795,674
20253,신림동,제과점,100911271,13181,3335,3736,11
20253,신림동,양식음식점,17814203,349,134,148,0
20253,신림동,일식음식점,370208381,8906,3086,3394,501
20253,신림동,중식음식점,400009378,15922,3751,5043,1848
20253,신림동,한식음식점,15400961501,393160,72725,117046,33440
20253,신사동,전자상거래업,5000000,9,0,0,0
20253,신사동,인테리어,12284432,123,0,0,0
20253,신사동,철물점,82562083,4326,170,404,0
20253,신사동,가전제품,22711447,136,7,0,0
20253,신사동,가구,9203539,69,0,0,0
20253,신사동,애완동물,5669358,201,12,29,0
20253,신사동,화초,6238834,157,42,31,0
20253,신사동,섬유제품,41752354,931,12,72,0
20253,신사동,화장품,78164875,2209,24,12,0
20253,신사동,의약품,1817280464,134306,11677,22052,0
20253,신사동,시계및귀금속,5053434,468,39,94,0
20253,신사동,안경,207576139,2332,598,546,0
20253,신사동,신발,13671185,725,12,24,0
20253,신사동,일반의류,117806483,3258,122,169,0
20253,신사동,반찬가게,731697258,64578,4717,7888,0
20253,신사동,청과상,1317726669,118207,3324,7515,0
20253,신사동,수산물판매,178649552,12253,264,691,0
20253,신사동,육류판매,1459087068,66303,2904,6798,0
20253,신사동,미곡판매,20544070,689,19,13,0
20253,신사동,핸드폰,48705517,5080,485,0,0
20253,신사동,컴퓨터및주변장치판매,19000000,48,0,0,0
20253,신사동,편의점,3279618306,472497,114089,149727,66636
20253,신사동,슈퍼마켓,2045699616,232509,37374,55752,10236
20253,신사동,노래방,362701230,14276,5989,4481,3395
20253,신사동,가전제품수리,68350525,2222,124,185,0
20253,신사동,세탁소,270976787,19547,5976,6899,803
20253,신사동,피부관리실,29583958,325,100,112,10
20253,신사동,네일숍,19617041,325,66,122,0
20253,신사동,미용실,1031095041,27483,3762,6886,0
20253,신사동,자동차수리,1060197675,4133,156,744,0
20253,신사동,스포츠클럽,20429086,328,116,123,0
20253,신사동,PC방,646008237,107743,45721,34421,15486
20253,신사동,당구장,53328921,3514,181,248,364
20253,신사동,한의원,314495727,11855,604,949,0
20253,신사동,치과의원,1722212204,14428,1396,2105,0
20253,신사동,일반의원,3587812713,196129,13251,26876,0
20253,신사동,스포츠 강습,64776468,239,42,0,0
20253,신사동,예술학원,43636364,453,0,0,0
20253,신사동,일반교습학원,1051344174,6885,574,1223,43
20253,신사동,커피-음료,115620547,17840,3627,4712,6
20253,신사동,호프-간이주점,909226191,17427,2649,4186,4702
20253,신사동,분식전문점,371310205,41399,5362,8649,3654
20253,신사동,치킨전문점,148713121,8684,1380,1986,76
20253,신사동,패스트푸드점,76556221,6652,2185,2362,0
20253,신사동,제과점,696889296,69687,8788,14762,115
20253,신사동,일식음식점,16670653,216,12,48,12
20253,신사동,중식음식점,109861901,2177,247,417,0
20253,신사동,한식음식점,3798605051,122680,12908,25464,4116
20253,서림동,전자상거래업,9000000,406,160,156,3
20253,서림동,인테리어,29117350,1316,33,135,0
20253,서림동,철물점,1769042,236,0,0,0
20253,서림동,가구,45393714,102,0,0,0
20253,서림동,화초,90629418,1940,185,259,0
20253,서림동,운동/경기용품,13462690,676,147,185,0
20253,서림동,의약품,957461549,83076,8157,13230,0
20253,서림동,일반의류,163628202,2696,101,110,0
20253,서림동,반찬가게,856101190,12108,3166,3353,1988
20253,서림동,청과상,7796423,355,32,48,0
20253,서림동,육류판매,358130418,10219,925,1948,0
20253,서림동,미곡판매,656688,12,0,0,0
20253,서림동,편의점,1671363702,245985,62952,82460,31014
20253,서림동,슈퍼마켓,2840045256,313815,46668,77477,28198
20253,서림동,노래방,9301824,164,0,12,72
20253,서림동,세탁소,33528939,5363,1977,2482,691
20253,서림동,미용실,157584029,5844,507,958,0
20253,서림동,자동차미용,59066726,772,41,193,0
20253,서림동,자동차수리,694106374,4095,264,739,0
20253,서림동,스포츠클럽,197927154,933,228,335,0
20253,서림동,PC방,225480242,45491,20355,15911,9007
20253,서림동,골프연습장,34852514,79,0,36,0
20253,서림동,당구장,44002485,2665,98,179,108
20253,서림동,한의원,118993659,5416,187,884,0
20253,서림동,치과의원,574437524,4007,253,423,0
20253,서림동,일반의원,629903888,53027,4575,6731,0
20253,서림동,스포츠 강습,75350273,367,32,66,0
20253,서림동,예술학원,33021083,133,18,19,0
20253,서림동,일반교습학원,724489402,1947,111,125,0
20253,서림동,커피-음료,323138807,60702,12721,21511,402
20253,서림동,호프-간이주점,437725513,12765,1570,2379,1737
20253,서림동,분식전문점,44078578,5330,979,1697,12
20253,서림동,치킨전문점,109680118,3307,402,758,462
20253,서림동,패스트푸드점,159373478,4216,740,900,10
20253,서림동,제과점,198931506,20779,3436,4597,12
20253,서림동,일식음식점,177968588,4044,503,519,0
20253,서림동,중식음식점,163437023,7172,859,1696,0
20253,서림동,한식음식점,3193048130,91764,9981,17674,2926
20253,신원동,인테리어,543076,40,0,0,0
20253,신원동,철물점,52343094,3603,181,329,0
20253,신원동,애완동물,193264911,6719,879,1376,0
20253,신원동,화초,43558321,1912,174,278,0
20253,신원동,섬유제품,37527959,1026,20,101,0
20253,신원동,화장품,57483816,280,0,10,0
20253,신원동,의료기기,1054054,18,0,0,0
20253,신원동,의약품,663793394,49157,2461,6967,0
20253,신원동,시계및귀금속,117956821,428,62,31,0
20253,신원동,일반의류,140903821,3902,45,18,0
20253,신원동,반찬가게,1599175826,38479,2106,3739,33
20253,신원동,청과상,3969558955,213794,5660,16769,0
20253,신원동,수산물판매,1128715802,64646,798,3380,0
20253,신원동,육류판매,1884990812,84193,4964,10355,8
20253,신원동,편의점,815617904,117845,34438,40942,17264
20253,신원동,슈퍼마켓,2332039885,221355,20962,37715,11722
20253,신원동,노래방,86829611,1046,180,99,399
20253,신원동,가전제품수리,82897233,701,33,25,0
20253,신원동,세탁소,64859452,11901,4049,3640,1082
20253,신원동,피부관리실,19349593,85,0,0,0
20253,신원동,네일숍,18994860,112,24,23,0
20253,신원동,미용실,194239812,5748,465,1025,0
20253,신원동,자동차수리,156140625,524,105,54,0
20253,신원동,당구장,10359106,822,25,40,10
20253,신원동,한의원,78833210,3569,33,53,0
20253,신원동,일반의원,260197946,20087,670,2150,0
20253,신원동,스포츠 강습,154238022,1070,70,84,0
20253,신원동,예술학원,48341739,266,0,27,0
20253,신원동,일반교습학원,162769382,495,0,149,0
20253,신원동,커피-음료,169913106,29303,4435,9600,0
20253,신원동,호프-간이주점,593731710,12796,1361,2686,3439
20253,신원동,분식전문점,171640637,19943,2408,3587,36
20253,신원동,치킨전문점,18395704,1642,91,279,0
20253,신원동,패스트푸드점,43560164,2238,204,450,63
20253,신원동,제과점,188808821,18899,2306,3283,0
20253,신원동,일식음식점,73000153,3105,805,939,0
20253,신원동,중식음식점,17918426,1019,190,186,0
20253,신원동,한식음식점,5148612873,224007,18302,31917,16909
20253,서원동,조명용품,121842301,848,32,0,0
20253,서원동,인테리어,56124926,1019,0,44,0
20253,서원동,화초,59221239,3160,1388,1230,0
20253,서원동,완구,156774792,3478,139,266,0
20253,서원동,화장품,506582952,8338,3414,3045,21
20253,서원동,서적,185632534,3075,812,818,0
20253,서원동,의약품,3643010765,176077,27596,37600,0
20253,서원동,시계및귀금속,390246355,1044,191,266,0
20253,서원동,안경,961511108,17127,7393,4962,0
20253,서원동,신발,889417985,9276,2398,2606,0
20253,서원동,일반의류,2313477895,51732,15484,13674,248
20253,서원동,육류판매,1485458719,93057,17429,22219,0
20253,서원동,편의점,5177882261,592569,179893,193374,59741
20253,서원동,슈퍼마켓,3693045363,498653,141081,160103,51906
20253,서원동,노래방,453463973,67509,34723,22076,8966
20253,서원동,여관,63642742,1156,447,318,592
20253,서원동,세탁소,61164023,6808,3195,2242,839
20253,서원동,피부관리실,638191018,8516,3334,3440,40
20253,서원동,네일숍,40447433,652,230,200,0
20253,서원동,미용실,1014633037,21808,4751,7313,0
20253,서원동,자동차수리,664035719,3055,103,696,0
20253,서원동,스포츠클럽,7176699,40,10,20,0
20253,서원동,PC방,2001577273,322612,171637,97887,48371
20253,서원동,당구장,285815675,13194,5240,4589,1072
20253,서원동,한의원,228144212,6995,426,1661,0
20253,서원동,치과의원,1888625716,14899,2784,4066,0
20253,서원동,일반의원,1094394571,52504,4063,6762,0
20253,서원동,스포츠 강습,73234977,417,0,0,0
20253,서원동,예술학원,507711790,1508,213,379,7
20253,서원동,일반교습학원,62237183,180,0,0,0
20253,서원동,커피-음료,2546806627,409068,141004,137632,4785
20253,서원동,호프-간이주점,6561508729,150963,60102,56775,65928
20253,서원동,분식전문점,1726810346,194263,52905,58758,4308
20253,서원동,치킨전문점,382857443,11391,3269,3044,901
20253,서원동,패스트푸드점,940092832,95530,27784,33002,7147
20253,서원동,제과점,570586008,52054,10678,12536,6
20253,서원동,양식음식점,498061263,6247,1142,2037,5
20253,서원동,일식음식점,1567672839,45635,14900,13332,3403
20253,서원동,중식음식점,329887534,20815,7949,3962,963
20253,서원동,한식음식점,14219371429,454968,108283,137206,34504
20253,남현동,운동/경기용품,4719331,43,4,4,0
20253,남현동,화장품,26045462,76,0,0,0
20253,남현동,의약품,1970272442,135777,16941,32500,58
20253,남현동,안경,414257265,8706,4258,2325,0
20253,남현동,일반의류,574409934,8859,137,184,0
20253,남현동,반찬가게,1661924409,19355,7090,5956,0
20253,남현동,청과상,411877335,27098,906,2867,0
20253,남현동,육류판매,39106872,1015,74,91,0
20253,남현동,편의점,2715418741,370401,96261,120855,33615
20253,남현동,슈퍼마켓,2177125735,162905,30801,49609,7141
20253,남현동,노래방,96129232,5411,1771,1909,527
20253,남현동,여관,569056526,20994,7102,6451,3576
20253,남현동,세탁소,63876889,3758,778,1211,125
20253,남현동,피부관리실,49341462,470,153,201,0
20253,남현동,네일숍,78264557,1285,425,500,0
20253,남현동,미용실,771920633,21723,3053,4928,0
20253,남현동,자동차수리,773798772,5115,245,1498,0
20253,남현동,스포츠클럽,406622877,5880,2919,2076,7
20253,남현동,PC방,36000000,4606,2616,792,462
20253,남현동,골프연습장,338112641,6017,1409,1339,350
20253,남현동,한의원,709947566,19800,698,3127,0
20253,남현동,치과의원,1539779918,10519,1129,1742,0
20253,남현동,일반의원,2559945737,55910,3758,12854,0
20253,남현동,스포츠 강습,5069869,38,0,0,0
20253,남현동,예술학원,298498025,1293,189,311,5
20253,남현동,일반교습학원,172445256,782,0,92,0
20253,남현동,커피-음료,995643314,188626,41550,58960,0
20253,남현동,호프-간이주점,2213373579,42123,12123,15079,7027
20253,남현동,분식전문점,527879725,53072,11352,14124,82
20253,남현동,치킨전문점,679296607,16965,3576,4409,707
20253,남현동,패스트푸드점,187447061,19785,5884,6294,0
20253,남현동,제과점,561066233,56565,11310,14922,0
20253,남현동,일식음식점,1102916676,18941,4393,6260,2699
20253,남현동,중식음식점,603090676,21710,6984,5897,9
20253,남현동,한식음식점,5666125262,146780,24651,37584,4910
20253,인헌동,조명용품,153912425,10500,208,1483,0
20253,인헌동,인테리어,6205553,249,0,0,0
20253,인헌동,철물점,53655100,3034,115,231,0
20253,인헌동,애완동물,26218122,1198,75,158,0
20253,인헌동,섬유제품,125167860,2000,20,49,0
20253,인헌동,화장품,108336553,1690,55,107,0
20253,인헌동,문구,10586649,612,34,82,0
20253,인헌동,서적,12004217,1462,62,115,0
20253,인헌동,의약품,3319477672,250410,37930,56792,0
20253,인헌동,시계및귀금속,38776507,372,42,108,0
20253,인헌동,안경,288787023,2271,509,573,0
20253,인헌동,가방,20267925,937,0,96,0
20253,인헌동,신발,101289944,574,18,66,0
20253,인헌동,일반의류,837139561,12202,768,919,0
20253,인헌동,반찬가게,352659328,33437,2039,4323,0
20253,인헌동,청과상,4607546291,382519,13888,40079,18
20253,인헌동,수산물판매,1182980488,67430,1360,4258,0
20253,인헌동,육류판매,3161731741,121800,8076,16663,0
20253,인헌동,편의점,2522555498,307370,74223,102289,22454
20253,인헌동,슈퍼마켓,845195600,92661,11881,20722,2552
20253,인헌동,노래방,165554549,6858,3004,2046,1167
20253,인헌동,부동산중개업,179666172,310,0,310,0
20253,인헌동,세탁소,268579305,34021,9695,12800,2915
20253,인헌동,피부관리실,99612004,726,248,205,43
20253,인헌동,네일숍,27585051,500,99,95,0
20253,인헌동,미용실,589831007,14107,2416,4016,0
20253,인헌동,자동차수리,12733124,146,12,31,0
20253,인헌동,스포츠클럽,20280837,128,11,53,0
20253,인헌동,당구장,51981628,672,87,84,12
20253,인헌동,한의원,1349489487,46996,2793,6534,0
20253,인헌동,치과의원,1293646795,14126,1137,2524,0
20253,인헌동,일반의원,6240033491,235630,22250,40610,0
20253,인헌동,스포츠 강습,141426058,753,70,135,0
20253,인헌동,예술학원,44835210,285,0,0,0
20253,인헌동,일반교습학원,539299421,1199,0,68,0
20253,인헌동,커피-음료,1064837230,178382,39239,59678,378
20253,인헌동,호프-간이주점,1388375561,21500,3269,7044,5645
20253,인헌동,분식전문점,678225600,68199,9896,18715,504
20253,인헌동,치킨전문점,391724719,13049,2344,3805,123
20253,인헌동,패스트푸드점,37877186,2353,327,727,0
20253,인헌동,제과점,398445338,46334,5307,10377,0
20253,인헌동,일식음식점,160911256,9808,2588,3479,0
20253,인헌동,중식음식점,244176867,11145,964,2291,0
20253,인헌동,한식음식점,4299817880,187918,24846,45205,8301
20253,중앙동,조명용품,187845862,5675,112,1224,0
20253,중앙동,인테리어,14013805,114,0,0,0
20253,중앙동,철물점,86914723,7180,42,237,42
20253,중앙동,가전제품,18819948,163,0,0,0
20253,중앙동,가구,6504739,21,0,0,0
20253,중앙동,화장품,158904447,1121,155,146,0
20253,중앙동,서적,323314570,2374,30,388,0
20253,중앙동,의약품,3803808859,261503,23754,47333,0
20253,중앙동,시계및귀금속,2903207,72,0,24,0
20253,중앙동,안경,396744782,3124,459,545,0
20253,중앙동,일반의류,247205031,5362,42,272,0
20253,중앙동,반찬가게,264000000,69453,25099,21560,10629
20253,중앙동,육류판매,377338282,9681,365,895,0
20253,중앙동,핸드폰,10624760,267,44,0,0
20253,중앙동,편의점,1849545572,280864,65713,91468,26157
